1.027037583511798999e+02,4.063843860896572124e-01
1.641606793172476273e+02,1.626636013908869249e-01
1.446032464629215895e+02,6.525372728765598263e-01
1.484974356800334476e+02,6.639946700078362962e-01
2.284646742777577515e+02,8.680324402410578566e-01
1.298265159600952074e+02,2.646900715271230942e-01
1.032121871080377389e+02,4.712480520055175592e-01
1.394189525056258105e+02,6.367970214182909761e-01
1.089549813214906493e+02,5.173957399095160392e-01
1.310986902812857977e+02,6.100188542295972294e-01
2.321737977477249899e+02,8.767828250254458000e-01
2.390825549358686999e+02,8.929945238649217298e-01
2.029412044339776457e+02,8.067285031261715034e-01
1.579233362401172940e+02,1.797014163181859248e-01
1.651542387743917288e+02,7.104156951722789826e-01
1.781481311817410358e+02,1.258166392109721921e-01
1.921310313378037051e+02,7.800296376715415425e-01
1.156982896887650583e+02,5.515634807433404951e-01
1.589733868268538401e+02,1.768016723478654240e-01
1.018474374523887178e+02,4.419873798655307162e-01
1.520106055335821793e+02,1.963006540856061521e-01
2.014973793700856106e+02,8.031923545945297560e-01
1.550828955172377732e+02,6.827886322620430049e-01
1.371339793922276158e+02,2.407526251078151991e-01
1.345629519198191417e+02,6.214340936058971865e-01
1.202351916791980528e+02,5.706035576492650696e-01
1.579238563778067430e+02,1.796999765807417160e-01
1.313316629604751711e+02,2.596040346242317054e-01
1.057520802192458973e+02,3.745709204858463925e-01
1.071256308863181630e+02,5.058107908120970109e-01
1.182008824795205726e+02,5.623294078911714733e-01
2.014429774584073982e+02,8.030589475859283288e-01
1.019813301824845979e+02,4.222307170553679656e-01
1.824259798139312636e+02,7.555566766823406111e-01
2.226775056146481120e+02,8.543083488483961263e-01
1.903924184393321752e+02,7.756836773496830206e-01
1.459624438003430384e+02,6.565687916471685259e-01
1.024515393815747757e+02,4.596712341240521971e-01
1.158901644159920608e+02,5.524154426809823049e-01
1.633836029306586397e+02,7.056413974196296124e-01
2.232548415620451863e+02,8.556815805691050381e-01
1.328983131217412961e+02,2.544025118799337903e-01
1.238391689710078225e+02,5.844429218933702153e-01
2.215522495474047560e+02,8.516291401172878528e-01
1.042924273106510640e+02,4.831931337694234108e-01
1.419074282406485281e+02,2.259758545826004716e-01
1.238159857533402999e+02,5.843567550490254003e-01
2.068909163719678759e+02,8.163594760296798425e-01
1.942166671278478987e+02,7.852228741296178871e-01
1.123107648832153984e+02,5.356063216981090669e-01
1.789578983017647147e+02,7.466734253260299825e-01
1.018365548652752324e+02,4.291927008400185928e-01
1.410315378126353494e+02,2.286450893844834964e-01
1.745157618624977829e+02,7.351732448221732774e-01
1.183936331130207833e+02,3.072741209968474774e-01
1.027564055407238897e+02,4.648484194207844755e-01
2.337798883520032973e+02,8.805614155374988927e-01
1.515509092213864903e+02,6.727920718222329954e-01
1.153419033399554081e+02,3.204361584950413677e-01
1.273700687070684268e+02,2.731989513209923115e-01
1.289094087806027460e+02,6.025691266083115227e-01
1.661021021865128091e+02,7.129585389139075913e-01
2.361299072869384474e+02,8.860793242508899770e-01
1.089914269723619213e+02,5.176118465197528939e-01
1.974386936712617455e+02,7.932046027333465865e-01
1.596614486280890901e+02,1.749088016496148090e-01
1.209945445079459034e+02,5.735996413773496450e-01
1.800298137218516104e+02,7.494275745961423985e-01
1.184085879040890035e+02,5.631920912170208515e-01
1.032233837556594267e+02,4.713913483778565672e-01
1.993145918677604129e+02,7.978297828580007689e-01
1.138378781704727913e+02,3.273707803164191965e-01
1.024878379689622818e+02,4.100614880784243521e-01
2.341887412951923864e+02,8.815223336093755968e-01
1.207196705323453187e+02,5.725204826919632062e-01
1.100825163482039244e+02,3.465353137670820205e-01
2.023469435977954447e+02,8.052741042609804500e-01
1.190077190612258420e+02,5.656568594270224848e-01
1.456765616710890754e+02,2.146804018316286755e-01
1.749210044843963203e+02,1.341758282071812691e-01
1.965080850289076295e+02,7.909042341924757968e-01
1.041464697041993475e+02,3.886522186176949445e-01
1.573344914346201620e+02,6.890707323825949748e-01
1.355729900534853982e+02,2.457179914967100309e-01
1.056977847084009596e+02,3.749964042297432298e-01
1.865790787874900332e+02,1.043092826895542918e-01
2.398854328695642266e+02,8.948715886543111564e-01
1.020382834909962071e+02,4.203598466120169741e-01
1.163086510829044755e+02,3.161469803847405391e-01
1.603372587340608391e+02,1.730550674970648406e-01
2.196194480656367887e+02,8.470186391767453582e-01
1.640610455773596357e+02,1.629324088843633334e-01
1.485594739735777523e+02,6.641749584263461070e-01
1.550763677286396671e+02,1.876339220334743985e-01
1.607561501395617540e+02,1.719087086136928955e-01
1.627509274975334677e+02,7.039275681221999204e-01
1.863892465357079402e+02,7.656155021653294757e-01
1.092845344428725411e+02,3.510720102275884935e-01
1.018078525101777956e+02,4.383544627637201430e-01
1.037920928270558818e+02,4.780611364107140160e-01
